record_id,source_system,customer_id,customer_name,customer_email,order_id,source_system_clean,customer_name_clean,clean_age,gender_clean,country_clean,product_category_clean,quantity_clean,unit_price_clean,discount_clean,shipping_cost_clean,item_weight_clean,payment_method_clean,order_status_clean,returned_flag_clean,satisfaction_score_clean,loyalty_points_clean,site_visits_last30_clean,support_tickets_90d_clean,distance_to_warehouse_km_clean,customer_segment_clean,order_date_clean,delivery_date_clean,delivery_duration_clean,customer_timezone,ingestion_batch,data_source_note
GM-01575,Web ,CUST-001329,Maria Mendoza,maria.mendoza405@hotmail.com,ORD-4SN2NRJ4,Web,Maria Mendoza,44.0,Prefer not to say,Australia,Home & Kitchen,1.0,242.17,16.0,6.62,3.218,Debit Card,Completed,0,,323,12,0,710.62,At Risk,2024-04-26,2024-05-07,11,America/New_York,batch_B_latin1,Potential duplicate from API retry.
GM-00369,partner-api,CUST-000553,ISABELLA DELA CRUZ,isabella.dela.cruz53@yahoo.com,ORD-M8CWOTGS,Partner-API,ISABELLA DELA CRUZ,21.0,Prefer not to say,Germany,Health & Beauty,1.0,136.35,17.7,1.62,4.703,Cash on Delivery,Completed,0,2.0,604,6,0,1038.37,,2024-10-18,2024-11-02,15,CET,api_stream_v2,Duplicate order records possible due to API retry.
GM-01155,Store,CUST-001054,Paulo Gonzales,paulo.gonzales500@example..com,ORD-5UGC132N,In-Store,Paulo Gonzales,-1.0,Female,Singapore,Home & Kitchen,1.0,332.4,4.4,41.59,7.66,Cash on Delivery,Returned/Refunded,,3.0,673,1,0,24.13,At Risk,2024-08-14,2024-09-04,21,JST,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01881,Partner API,CUST-000338, Jürgen Dela Cruz ,jrgen.dela.cruz182@company.com,ORD-07NFY0ZV,Partner-API, Jürgen Dela Cruz ,64.0,Male,Philippines,Books & Media,,3617.3,,971.7,5.869,Apple Pay,Shipped,0,5.0,1174,18,3,24.77,Loyal,2026-01-10,2026-01-29,19,UTC+8,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01478,marketplace,CUST-000193,Zoë Cruz,zo.cruz18@company.com,ORD-D6OWX5JZ,Marketplace,Zoë Cruz,,Non-Binary,United States,Home & Kitchen,1.0,96.61,1.0,9.32,11.788856079999999,GCash,Shipped,0,,882,10,1,690.21,At Risk,2024-07-08,2024-07-18,10,JST,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00160,Web ,CUST-000675,Søren Kowalski,sren.kowalski504@hotmail.com,ORD-25UAK3J1,Web,Søren Kowalski,67.0,,Canada,Books & Media,1.0,102.65,13.8,10.16,5.893,Cash on Delivery,Completed,0,4.0,960,14,0,799.77,Occasional,2024-05-28,,,PHT,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00042,WEB,CUST-001042,Jürgen Reyes,,ORD-RWJXLBWQ,Web,Jürgen Reyes,46.0,Female,Japan,Health & Beauty,2.0,13224.91,32.8,,5.39,Apple Pay,Completed,0,2.0,883,0,0,1122.97,New,2024-12-13,2024-12-15,2,EST,batch_B_latin1,Dates came from mixed regional settings.
GM-00635,Web ,CUST-000009,Mateo Johnson,mateo.johnson347@example..com,ORD-F7NHWIC9,Web,Mateo Johnson,24.0,Male,Japan,Sports & Fitness,1.0,15767.79,1.8,984.35,3.908,Cash on Delivery,Shipped,,1.0,336,26,1,672.57,VIP,2025-05-13,2025-05-19,6,CET,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01403,WEB,CUST-000589,Đức García,c.garca277@example..com,ORD-08VOX5QZ,Web,Đức García,57.0,Male,United States,Health & Beauty,6.0,94.43,2.0,33.42,3.697,GCash,Pending,0,1.0,801,27,2,1185.87,Loyal,2024-11-29,2024-12-18,19,Asia/Manila,batch_A_utf8,Currency conversion not yet standardized.
GM-00010,Market Place,CUST-000873,María Kim,mara.kim362@company.com,ORD-UVY8N1UT,Marketplace,María Kim,27.0,,Australia,Fashion & Apparel,1.0,20.91,9.0,8.27,1.11,Debit Card,Completed,0,3.0,434,20,1,935.58,VIP,2025-12-13,2025-12-18,5,,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00899,,CUST-001178, Yuki Dela Cruz ,yuki.dela.cruz598@company.com,ORD-GYT1MUNA,, Yuki Dela Cruz ,57.0,Prefer not to say,Germany,Health & Beauty,3.0,35.18,12.0,7.18,5.781,Apple Pay,Completed,0,,166,11,2,443.75,Loyal,2025-06-25,2025-07-18,23,GMT+1,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00906,call centre,CUST-001063,Liam O’Connor,liam.oconnor649@gmai.com,ORD-9793F2IM,Call Center,Liam O'Connor,41.0,Non-Binary,Switzerland,Sports & Fitness,2.0,98.51,8.0,11.76,4.017,Credit Card,Completed,0,3.0,288,4,1,1214.69,At Risk,2024-12-28,2025-01-16,19,EST,api_stream_v2,Dates came from mixed regional settings.
GM-00717,Store,CUST-000416,Sofia Dubois,sofia.dubois735@gmail.com,ORD-04BHOZ4S,In-Store,Sofia Dubois,43.0,,United States,,2.0,147.81,6.2,19.53,6.428,PayPal,Completed,0,5.0,572,17,0,,New,2024-05-20,,,,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01187,Web ,CUST-000152,Renée Brown,,ORD-ZID4V8EY,Web,Renée Brown,67.0,Prefer not to say,Singapore,Sports & Fitness,3.0,902.32,3.0,174.6,0.28,Debit Card,Returned/Refunded,,5.0,609,10,2,9.5,Occasional,2026-07-06,2026-07-24,18,CET,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00733,APP,CUST-000692,André Núñez,andr.nez614@outlook.com,ORD-N20GKQQL,Mobile App,André Núñez,48.0,,France,Books & Media,1.0,25.28,25.6,30.9,5.1,Cash on Delivery,Pending,0,2.0,340,6,0,274.21,New,2025-09-28,2025-09-29,1,America/New_York,batch_B_latin1,Dates came from mixed regional settings.
GM-00510,marketplace,CUST-001154,Sofia Garcia,sofia.garcia643@company.com,ORD-UOLLZ0WF,Marketplace,Sofia Garcia,61.0,Male,United States,Home & Kitchen,2.0,13.18,0.2,1.36,3.193,Bank Transfer,Completed,0,2.0,233,13,,322.39,Occasional,2026-01-08,2026-01-27,19,UTC+8,batch_A_utf8,Potential duplicate from API retry.
GM-01262,partner-api,CUST-000960,Noah Schneider,noah.schneider583@outlook.com,ORD-9YLXTR0N,Partner-API,Noah Schneider,40.0,Female,Switzerland,Electronics,2.0,487.12,1.0,14.23,5.638,Bank Transfer,Shipped,0,2.0,696,13,0,,At Risk,2025-03-17,2025-03-29,12,CET,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00490,web,CUST-000215,Olivia Dubois,olivia.dubois641@example..com,ORD-448OKKBP,Web,Olivia Dubois,60.0,Female,Brazil,Sports & Fitness,1.0,1130.64,0.2,136.65,4.161,Unknown Card,Completed,0,4.0,285,23,0,1301.49,New,2025-02-01,2025-02-27,26,PHT,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00105,partner-api,CUST-001161,Lucas Reyes,lucas.reyes592@hotmail.com,ORD-SWYU2RNA,Partner-API,Lucas Reyes,50.0,Non-Binary,Brazil,Fashion & Apparel,1.0,422.01,4.6,160.3,6057.0,Cash on Delivery,Pending,,2.0,304,16,2,,New,2024-05-30,2024-07-04,35,CET,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-00771,WEB,CUST-001321,Paulo Smith,paulo.smith224@example..com,ORD-TD6RR2RS,Web,Paulo Smith,64.0,Male,United States,Sports & Fitness,1.0,,1.4,,1.835,GCash,Completed,0,3.0,664,11,0,1429.06,Occasional,2025-08-08,,,Asia/Manila,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-00092,web,CUST-000072,Olivia Mendoza,olivia.mendoza217@company.com,ORD-QG4QLV72,Web,Olivia Mendoza,19.0,Prefer not to say,United States,Home & Kitchen,5.0,229.96,2.0,3.27,,Apple Pay,Completed,0,2.0,490,14,0,1354.99,Occasional,2025-12-13,2025-12-28,15,AEST,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01251,Call Center,CUST-001076,Jose O’Connor,jose.oconnor682@gmail.com,ORD-0QTG0FYB,Call Center,Jose O'Connor,66.0,Female,Philippines,Electronics,1.0,40585.58,5.7,1158.89,7.974147359999999,Debit Card,Completed,0,5.0,690,9,,29.38,VIP,2025-11-19,2025-12-21,32,EST,api_stream_v2,Duplicate order records possible due to API retry.
GM-01746,web,CUST-001061, Emma Oâ€™Connor ,emma.oconnor538@company.com,ORD-H7XB5W6T,Web, Emma O'Connor ,,Prefer not to say,Brazil,Sports & Fitness,1.0,458.01,,42.36,0.788,PayPal,Completed,0,2.0,306,9,0,572.01,Occasional,2024-02-29,2024-03-13,13,PST,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00902,partner-api,CUST-001177,François Davis,franois.davis522@hotmail.com,ORD-PV12T7KQ,Partner-API,François Davis,72.0,Female,Switzerland,Sports & Fitness,4.0,33.92,,16.61,5.065,,Shipped,0,3.0,149,,1,673.63,Occasional,2024-08-11,2024-09-11,31,AEST,api_stream_v2,Currency conversion not yet standardized.
GM-00901,Store,CUST-000319,Chloe Santos,chloe.santos@yahoocom,ORD-4C6KTO2Z,In-Store,Chloe Santos,49.0,Female,France,Electronics,1.0,1050.38,5.9,38.28,5.456,Credit Card,Completed,0,2.0,616,2,35,931.96,Occasional,2025-02-15,2025-03-26,39,PST,api_stream_v2,Dates came from mixed regional settings.
GM-01216,web,CUST-000683,María Davis,mara.davis55@gmail.com,ORD-KGK0ZSZU,Web,María Davis,65.0,Male,Brazil,Books & Media,2.0,204.52,0.11,147.96,3.656,Debit Card,Shipped,0,2.0,387,3,4,483.72,VIP,2024-11-26,2024-12-06,10,PST,legacy_excel_export,Dates came from mixed regional settings.
GM-01798,Store,,Olivia Dela Cruz,olivia.dela.cruz709@example..com,ORD-6J5G2Q14,In-Store,Olivia Dela Cruz,61.0,Non-Binary,Philippines,Electronics,1.0,25668.95,0.27,541.67,0.35,Apple Pay,Completed,0,4.0,0,0,0,0.0,VIP,2025-08-30,2025-09-19,20,CET,api_stream_v2,Currency conversion not yet standardized.
GM-01290,mobile,CUST-001227,Renée Brown,rene.brown973@company.com,ORD-J7XFDN2J,Mobile App,Renée Brown,,Male,Singapore,Sports & Fitness,3.0,9.17,,43.77,0.96,Credit Card,Returned/Refunded,,4.0,984,21,0,41.73,Loyal,2025-01-23,2025-02-05,13,PHT,batch_C_windows1252,Dates came from mixed regional settings.
GM-01267,partner-api,CUST-000018,María Núñez,mara.nez70@gmai.com,ORD-VVE7RWM3,Partner-API,María Núñez,77.0,,France,,2.0,80.48,6.2,31.05,10.014,PayPal,Shipped,0,3.0,,14,0,1364.89,Loyal,2024-03-27,,,AEST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00822,mobile,CUST-000324,Ana Dela Cruz,ana.dela.cruz527@outlook.com,ORD-U4ASW4OD,Mobile App,Ana Dela Cruz,49.0,,United States,Electronics,,378.69,0.18,24.76,5.936,Cash on Delivery,Completed,0,,666,0,0,662.39,Occasional,2024-10-21,2024-11-05,15,PST,batch_B_latin1,Dates came from mixed regional settings.
GM-00363,Partner API,CUST-000788,Amina Miller,amina.miller801@hotmail.com,ORD-WV2P0ZID,Partner-API,Amina Miller,19.0,,Switzerland,Sports & Fitness,3.0,207.26,2.4,11.53,2.9,GCash,Shipped,0,3.0,335,12,0,1471.78,VIP,,2026-02-27,,GMT+1,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01105,marketplace,CUST-000748,Juan Davis,juan.davis525@company.com,ORD-QHGKYD4H,Marketplace,Juan Davis,76.0,Female,Australia,Home & Kitchen,2.0,152.87,9.7,43.94,,Credit Card,Cancelled,0,,15000,19,0,1076.5,Occasional,2025-11-06,,,Asia/Manila,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-00974,Mobile App,CUST-001184,,liam.oconnor400@hotmail.com,ORD-S9PB6447,Mobile App,,75.0,Prefer not to say,Singapore,Books & Media,5.0,33.42,42.4,25.8,7.703,Bank Transfer,Shipped,0,4.0,511,9,0,37.94,At Risk,2026-11-13,2026-12-16,33,JST,api_stream_v2,Currency conversion not yet standardized.
GM-01351,Market Place,CUST-000710,Müller Núñez,mller.nez592@company.com,ORD-0V0BNV8F,Marketplace,Müller Núñez,73.0,Prefer not to say,Philippines,Books & Media,2.0,3357.47,26.6,,6.975,Bank Transfer,Completed,0,2.0,245,,0,36.86,Loyal,2026-03-11,2026-11-03,237,Asia/Manila,batch_C_windows1252,Currency conversion not yet standardized.
GM-01622,WEB,CUST-000976,Jose Hernández,jose.hernndez871@gmail.com,ORD-63H5GSRK,Web,Jose Hernández,51.0,Female,Australia,Fashion & Apparel,20.0,346.8,8.0,19.69,4.764,Cash on Delivery,,0,5.0,85,14,2,705.53,Occasional,2026-02-27,2026-03-09,10,JST,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01839,Mobile App,CUST-000904, Nguyễn O’Connor ,nguyn.oconnor326@yahoo.com,ORD-VKSN4QRW,Mobile App, Nguyễn O'Connor ,0.0,,United States,Books & Media,4.0,,27.3,4.6,2.712,Unknown Card,Completed,0,1.0,548,22,2,1281.55,New,2024-02-20,,,,api_stream_v2,Dates came from mixed regional settings.
GM-01827,Web ,CUST-001043,Olivia Kowalski,olivia.kowalski80@hotmail.com,ORD-P4NKCIUG,Web,Olivia Kowalski,40.0,Prefer not to say,Brazil,Home & Kitchen,1.0,188.12,8.0,53.04,10.113,Debit Card,Completed,0,1.0,190,23,0,1050.71,VIP,2026-03-10,2026-03-19,9,GMT+1,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01353,APP,CUST-000246,François Lopez,franois.lopez23@example..com,ORD-LXJBKPA5,Mobile App,François Lopez,75.0,,United States,Fashion & Apparel,1.0,127.76,32.0,25.47,6.508,GCash,Completed,0,2.0,1089,2,0,231.52,Loyal,2024-08-12,2024-09-17,36,AEST,legacy_excel_export,Dates came from mixed regional settings.
GM-01630,Call Center,CUST-000425,Lucas Davis,lucas.davis100@yahoo.com,ORD-3FXFISD9,Call Center,Lucas Davis,45.0,,Canada,Sports & Fitness,,60.02,17.2,21.67,6.82,GCash,Completed,,4.0,577,28,0,337.2,Occasional,2025-08-28,,,AEST,batch_C_windows1252,Dates came from mixed regional settings.
GM-00371,Partner API,CUST-000654,Jay Wong,jay.wong935@company.com,ORD-137S9D8F,Partner-API,Jay Wong,50.0,Non-Binary,Germany,Home & Kitchen,1.0,24.75,0.36,6.91,9.24,GCash,Completed,0,1.0,377,0,0,1049.47,Occasional,2024-06-25,,,,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00585,marketplace,CUST-000159,Zoë Nguyễn,zo.nguyn at company.com,ORD-C8HWHF5L,Marketplace,Zoë Nguyễn,77.0,Male,Canada,Electronics,1.0,413.78,17.2,36.49,3.974,PayPal,Completed,0,5.0,617,15,0,1491.17,VIP,2025-04-27,2025-05-08,11,PST,batch_C_windows1252,Dates came from mixed regional settings.
GM-01315,partner-api,CUST-000434,MÃ¼ller Nguyá»…n,mller.nguyn614@outlook.com,ORD-YMO5O9GJ,Partner-API,Müller Nguyễn,42.0,,Japan,Books & Media,2.0,2551.24,0.33,582.44,0.136,Bank Transfer,Completed,0,2.0,404,11,,466.46,At Risk,2024-02-12,2024-02-26,14,UTC+8,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-00581,call centre,CUST-000481,Ava Garcia,ava.garcia185@outlook.com,ORD-HVRAEMY8,Call Center,Ava Garcia,43.0,,Germany,Electronics,2.0,93.3,3.4,8.13,7.68,Debit Card,Shipped,0,4.0,563,14,0,176.0,New,2025-07-18,2025-08-19,32,GMT+1,batch_C_windows1252,Currency conversion not yet standardized.
GM-00807,Partner API,CUST-000582,Ava Gonzales,ava.gonzales374@gmail.com,ORD-4QTNHUFP,Partner-API,Ava Gonzales,19.0,Female,,Books & Media,4.0,67.86,17.0,31.24,4.409,Bank Transfer,Pending,0,1.0,312,11,,1206.53,Loyal,2024-01-28,2024-02-04,7,CET,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00327,partner-api,CUST-001138,Ana Lopez,ana.lopez556@gmai.com,ORD-WZHED1T2,Partner-API,Ana Lopez,33.0,Female,United States,Sports & Fitness,1.0,63.05,37.8,28.21,1.87,GCash,Completed,0,3.0,628,6,0,615.46,VIP,,2025-04-25,,,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01407,in-store,CUST-001041,Isabella Wong,isabella.wong521@hotmail.com,ORD-A3SHB7NA,In-Store,Isabella Wong,54.0,Female,Philippines,Home & Kitchen,1.0,10610.44,23.4,1896.12,1.974,Bank Transfer,Completed,0,2.0,571,12,0,17.29,VIP,2025-02-04,2025-02-10,6,,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01667,web,CUST-000735,Aiko Johnson,aiko.johnson983@outlook.com,ORD-XHAJ7D5B,Web,Aiko Johnson,150.0,Non-Binary,Philippines,Books & Media,1.0,,47.0,366.67,2.9,Cash on Delivery,Completed,0,2.0,959,0,0,15.1,At Risk,2024-07-05,2024-07-05,0,UTC+8,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01773,web,CUST-000923,Nguyễn Nguyễn,nguyn.nguyn984@company.com,ORD-2LBA22FO,Web,Nguyễn Nguyễn,56.0,Female,France,Fashion & Apparel,1.0,169.24,5.7,15.96,7.367,Credit Card,Cancelled,0,5.0,582,10,3,1379.8,VIP,2024-07-30,2024-08-24,25,Asia/Manila,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00224,Web ,CUST-001178,Maria O’Connor,maria.oconnor942@gmai.com,ORD-POA8FVF8,Web,Maria O'Connor,17.0,,Brazil,Books & Media,,3326.56,17.9,756.5,4.113,Cash on Delivery,,,2.0,441,19,0,719.18,New,2024-11-15,,,,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01052,Call Center,, Mateo Davis ,mateo.davis851@hotmail.com,ORD-ZL6D4PKO,Call Center, Mateo Davis ,60.0,Male,Switzerland,Sports & Fitness,1.0,33.67,0.1,2.5,5.021,Bank Transfer,Completed,,1.0,457,2,2,1124.75,Loyal,,2024-02-11,,CET,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00381,mobile,CUST-000916,Mateo Miller,mateo.miller318@gmail.com,ORD-Y5IE4QXZ,Mobile App,Mateo Miller,62.0,Male,Australia,Sports & Fitness,,291.06,0.15,1.13,2.613,Debit Card,Completed,0,,823,,1,320.25,New,,2025-11-08,,CET,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01494,Mobile App,CUST-000919,LIAM MENDOZA,liam.mendoza513@outlook.com,ORD-WI1LETVS,Mobile App,LIAM MENDOZA,48.0,Male,Switzerland,Sports & Fitness,2.0,228.25,57.0,14.24,7.47,Bank Transfer,Completed,0,5.0,677,8,2,,Occasional,2025-02-23,2025-03-02,7,JST,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-00848,web,CUST-000915,Chloé Núñez,chlo.nez@gmaicom,ORD-PJL5VRCA,Web,Chloé Núñez,19.0,,France,Books & Media,1.0,47.75,11.7,27.83,4.707,GCash,Completed,0,2.0,22,13,0,1131.85,,2024-06-01,,,PHT,batch_C_windows1252,
GM-00863,Store,CUST-000898,BjÃ¶rk Schneider,bjrk.schneider450@gmail.com,ORD-0D6CEDR2,In-Store,Björk Schneider,29.0,Prefer not to say,United States,Books & Media,4.0,24.17,,26.12,,PayPal,Returned/Refunded,,5.0,646,19,0,466.29,Occasional,2025-02-16,2025-03-03,15,America/New_York,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01017,WEB,CUST-001267, Björk Dubois ,bjrk.dubois392@example..com,ORD-7BAWOEZS,Web, Björk Dubois ,66.0,,Australia,Books & Media,3.0,110.73,0.07,3.19,7.8,Debit Card,Pending,,3.0,225,10,4,939.68,New,2025-10-11,2025-10-17,6,EST,api_stream_v2,Duplicate order records possible due to API retry.
GM-00359,APP,CUST-001067,Maria Wong,maria.wong53@hotmail.com,ORD-4JSVJ484,Mobile App,Maria Wong,73.0,Male,France,Books & Media,,69.63,19.5,23.63,4.34994728,Cash on Delivery,Pending,0,1.0,756,18,0,182.82,Loyal,2024-02-17,2024-03-21,33,CET,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01482,web,CUST-000905,María Hernández,,ORD-15B2TEMJ,Web,María Hernández,45.0,Male,Germany,Electronics,3.0,,5.0,31.2,5.09,GCash,Completed,0,4.0,890,,1,1188.44,,2024-10-06,,,EST,api_stream_v2,Currency conversion not yet standardized.
GM-01775,Mobile App,CUST-001157,Björk Garcia,bjrk.garcia38@gmail.com,ORD-8528Y2HI,Mobile App,Björk Garcia,64.0,Male,Singapore,Fashion & Apparel,1.0,55.68,21.3,13.98,2.4902200800000003,Apple Pay,Completed,0,1.0,675,21,0,,VIP,2026-08-10,2026-11-14,96,PST,batch_B_latin1,Dates came from mixed regional settings.
GM-00329,Mobile App,CUST-000743,Aiko Garcia,aiko.garcia275@outlook.com,ORD-F692XSUH,Mobile App,Aiko Garcia,24.0,Male,Canada,Health & Beauty,4.0,48.32,0.05,,7.75,Cash on Delivery,Shipped,0,3.0,189,11,0,,Loyal,2026-02-18,,,PHT,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00063,Store,CUST-001060,Sofia Santos,sofia.santos24@yahoo.com,ORD-U79XBPH5,In-Store,Sofia Santos,20.0,Male,Australia,Health & Beauty,5.0,,1.9,35.8,7.38,Cash on Delivery,Completed,0,1.0,180,0,0,598.84,,2024-03-15,2024-03-16,1,Europe/Zurich,api_stream_v2,Some returns are recorded only in support tickets.
GM-01939,web,CUST-001264,Aiko François,aiko.franois806@hotmail.com,ORD-FFT5MK75,Web,Aiko François,,Non-Binary,Germany,Electronics,1.0,38.19,9.0,0.36,0.41,PayPal,Completed,0,3.0,483,0,0,1176.44,At Risk,2025-11-12,2025-11-17,5,,api_stream_v2,Some returns are recorded only in support tickets.
GM-01113,call centre,CUST-001339,André Kowalski,andr.kowalski643@example..com,ORD-E6MZELGL,Call Center,André Kowalski,76.0,,Germany,Sports & Fitness,,189.29,,16.57,2.198,Cash on Delivery,Returned/Refunded,,5.0,849,4,10,769.26,VIP,2024-07-02,2024-08-07,36,CET,legacy_excel_export,Currency conversion not yet standardized.
GM-01039,in-store,CUST-001218,Renée Dubois,rene.dubois583@outlook.com,ORD-QW9ERV0D,In-Store,Renée Dubois,75.0,,Germany,Health & Beauty,1.0,,24.3,15.88,0.1814368,Debit Card,Completed,0,1.0,,0,0,987.64,New,2025-03-04,2025-03-16,12,PST,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00516,Mobile App,CUST-000339,Léa Kim,la.kim522@yahoo.com,ORD-KL7NZ4RQ,Mobile App,Léa Kim,41.0,Non-Binary,United States,Electronics,1.0,856.61,5.4,20.82,0.42637647999999995,PayPal,Shipped,0,1.0,259,16,0,1319.2,At Risk,2024-11-18,2024-11-24,6,PHT,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00955,Call Center,CUST-000128,Mateo Wong,,ORD-6GJ12LM6,Call Center,Mateo Wong,61.0,,Switzerland,Electronics,5.0,510.87,0.8,21.66,6.266,Apple Pay,Cancelled,0,2.0,0,19,0,1374.14,Loyal,2026-03-16,2026-04-03,18,AEST,batch_B_latin1,Currency conversion not yet standardized.
GM-00970,Store,CUST-001032,Aiko Kim,,ORD-JMDQQZND,In-Store,Aiko Kim,27.0,,Brazil,Books & Media,1.0,244.62,29.6,129.32,1267.0,Cash on Delivery,Completed,,3.0,71,10,0,513.93,Loyal,2025-11-27,2025-12-10,13,America/New_York,batch_C_windows1252,Dates came from mixed regional settings.
GM-00777,Web ,CUST-001334,Ethan François,ethan.franois861@hotmail.com,ORD-M0JY6W35,Web,Ethan François,49.0,Prefer not to say,Japan,Health & Beauty,2.0,5.85,,10.66,1.034,GCash,Pending,0,1.0,,11,0,755.09,At Risk,2024-12-10,2024-12-19,9,GMT+1,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00704,partner-api,CUST-000932,Lucas Dela Cruz,,ORD-IILX2NHG,Partner-API,Lucas Dela Cruz,21.0,Female,Japan,Sports & Fitness,2.0,13781.47,3.0,265.62,5.55,GCash,Completed,0,4.0,427,5,0,1523.54,Loyal,2024-02-10,2024-03-07,26,America/New_York,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01340,Partner API,CUST-000942,Liam GarcÃ­a,liam.garca759@outlook.com,ORD-WNW1IUWO,Partner-API,Liam García,46.0,,Germany,Health & Beauty,,134.36,28.2,9.24,3.41,Unknown Card,Pending,0,5.0,402,16,1,969.18,New,2025-03-15,2025-03-27,12,PHT,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01563,partner-api,CUST-001012,MarÃ­a Cruz,mara.cruz317@company.com,ORD-V83DB32I,Partner-API,María Cruz,31.0,Male,Australia,,4.0,354.4,22.9,47.52,1.43335072,GCash,Cancelled,0,5.0,1034,6,1,1234.09,At Risk,2024-04-01,2024-04-15,14,EST,batch_C_windows1252,Currency conversion not yet standardized.
GM-00355,Web ,CUST-000783,,jose.reyes712@outlook.com,ORD-E0B17MY6,Web,,26.0,,Germany,Health & Beauty,3.0,125.22,7.0,15.74,0.855,Debit Card,Completed,0,5.0,631,17,0,301.71,New,2025-03-01,,,Europe/Zurich,batch_A_utf8,Legacy export may contain mojibake in names/cities.
